Artist_Name,Album_Year,Song_Name,URL
Sailor,"album: ""The Third Step"" (1976)",Two Ladies On The Corner,../lyrics/sailor/twoladiesonthecorner.html
Sailor,"album: ""The Third Step"" (1976)",Out Of Money,../lyrics/sailor/outofmoney.html
Sailor,"album: ""Checkpoint"" (1977)",Keep Off The Streets At Night,../lyrics/sailor/keepoffthestreetsatnight.html
Sailor,"album: ""Checkpoint"" (1977)",My Girls (She Knows What To Do),../lyrics/sailor/mygirlssheknowswhattodo.html
Sailor,"album: ""Sailor II"" (1991)",Girls; Girls; Girls,../lyrics/sailor/girlsgirlsgirls.html
Sailor,"album: ""Sailor II"" (1991)",A Glass Of Champagne,../lyrics/sailor/aglassofchampagne.html
Sails; Chris,"EP: ""Black Roses"" (2018)",Toxic Love,../lyrics/chrissails/toxiclove.html
Saint Etienne,"album: ""Foxbase Alpha"" (1991)",Etienne Gonna Die,../lyrics/saintetienne/etiennegonnadie.html
Saint Etienne,"album: ""Foxbase Alpha"" (1991)",London Belongs To Me,../lyrics/saintetienne/londonbelongstome.html
Saint Etienne,"album: ""Foxbase Alpha"" (1991)",Like The Swallow,../lyrics/saintetienne/liketheswallow.html
Saint Etienne,"album: ""So Tough"" (1993)",Hobart Paving,../lyrics/saintetienne/hobartpaving.html
Saint Etienne,"compilation: ""You Need A Mess Of Help To Stand Alone"" (1993)",People Get Real,../lyrics/saintetienne/peoplegetreal.html
Saint Etienne,"compilation: ""Continental"" (1997)",Stormtrooper In Drag,../lyrics/saintetienne/stormtrooperindrag.html
Saint Etienne,"compilation: ""Continental"" (1997)",Down By The Sea,../lyrics/saintetienne/downbythesea.html
Saint Etienne,"single: ""Xmas 98"" (1998)",I Don't Intend To Spend Christmas Without You,../lyrics/saintetienne/idontintendtospendchristmaswithoutyou.html
Saint Etienne,"soundtrack: ""The Misadventures Of Saint Etienne"" (1999)",In Dreams,../lyrics/saintetienne/indreams.html
Saint Etienne,"album: ""Words And Music By Saint Etienne"" (2012)","Lullaby(""More Words And Music"" Track)",../lyrics/saintetienne/lullaby.html
SAINt JHN,"album: ""Collection One"" (2018)",Reflex,../lyrics/saintjhn/reflex.html
Saint Motel,"EP: ""ForPlay"" (2009)",Dear Dictator,../lyrics/saintmotel/deardictator.html
Saint Motel,"album: ""saintmotelevision"" (2016)",Destroyer,../lyrics/saintmotel/destroyer.html
Saint Motel,"EP: ""The Original Motion Picture Soundtrack; Pt. 1"" (2019)",Diane Mozart,../lyrics/saintmotel/dianemozart.html
SAINT PHNX,"album: ""DDMN"" (2020)",Violence And Spiders,../lyrics/saintphnx/violenceandspiders.html
Saint Raymond,"album: ""We Forgot We Were Dreaming"" (2021)",Right Way Round,../lyrics/saintraymond/rightwayround.html
Saint Saviour,"EP: ""Anatomy"" (2011)",This Ain't No Hymn,../lyrics/saintsaviour/thisaintnohymn.html
Saint Sister,"EP: ""Madrid"" (2015)",Castles,../lyrics/saintsister/castles.html
Sal Houdini,"album: ""Keep This Between Us"" (2016)",I'll Do It,../lyrics/salhoudini/illdoit.html
Sal Houdini,"album: ""Paradise Bound"" (2019)",My Love,../lyrics/salhoudini/mylove.html
Saliva,"album: ""Saliva"" (1997)",Call It Something,../lyrics/saliva/callitsomething.html
Saliva,"album: ""Saliva"" (1997)",Groovy,../lyrics/saliva/groovy.html
Saliva,"album: ""Every Six Seconds"" (2001)",Superstar,../lyrics/saliva/superstar.html
Saliva,"album: ""Every Six Seconds"" (2001)",Hollywood,../lyrics/saliva/hollywood.html
Saliva,"album: ""Survival Of The Sickest"" (2004)",No Regrets; Vol. 2,../lyrics/saliva/noregretsvol2.html
Saliva,"album: ""Survival Of The Sickest"" (2004)",Open Eyes,../lyrics/saliva/openeyes.html
Saliva,"album: ""In It To Win It"" (2013)",Animal,../lyrics/saliva/animal.html
Salmo,"mixtape: ""Sotto Pelle!!"" (2004)",Metalmorfosi,../lyrics/salmo/metalmorfosi.html
Salmo,"mixtape: ""Sotto Pelle!!"" (2004)",Avanzi (Skit),../lyrics/salmo/avanziskit.html
Salonga; Lea,"album: ""Small Voice"" (1981)",Lupa Man Ay Langit Na Rin,../lyrics/leasalonga/lupamanaylangitnarin.html
Salonga; Lea,"album: ""Lea"" (1988)",Tell Me,../lyrics/leasalonga/tellme.html
Salonga; Lea,"album: ""Lea Salonga"" (1993)",Heaven Tonight,../lyrics/leasalonga/heaventonight.html
Salonga; Lea,"album: ""Lea Salonga"" (1993)",Remind My Heart,../lyrics/leasalonga/remindmyheart.html
Salonga; Lea,"album: ""Lea Salonga"" (1993)",A Flame For You,../lyrics/leasalonga/aflameforyou.html
Salonga; Lea,"album: ""In Love"" (1999)",Even If,../lyrics/leasalonga/evenif.html
Salonga; Lea,"album: ""In Love"" (1999)",Friend Of Mine,../lyrics/leasalonga/friendofmine.html
Salonga; Lea,"album: ""The Christmas Album"" (2001)",Sana Ngayong Pasko,../lyrics/leasalonga/sanangayongpasko.html
Salonga; Lea,"album: ""The Broadway Concert"" (2002)",Someone Else's Story,../lyrics/leasalonga/someoneelsesstory.html
Saltatio Mortis,"album: ""Erwachen"" (2004)",Hör Die Trommeln,../lyrics/saltatiomortis/hordietrommeln.html
Saltatio Mortis,"album: ""Aus Der Asche"" (2007)",Spielmannsschwur,../lyrics/saltatiomortis/spielmannsschwur.html
Saltatio Mortis,"album: ""Aus Der Asche"" (2007)",Uns Gehört Die Welt,../lyrics/saltatiomortis/unsgehortdiewelt.html
Saltatio Mortis,"album: ""Das Schwarze Einmaleins"" (2013)",Der Kuss,../lyrics/saltatiomortis/derkuss.html
Saltatio Mortis,"album: ""Zirkus Zeitgeist"" (2015)",Wo Sind Die Clowns?,../lyrics/saltatiomortis/wosinddieclowns.html
Salt 'n' Pepa,"album: ""Hot Cool & Vicious"" (1986)",I'll Take Your Man,../lyrics/saltnpepa/illtakeyourman.html
Salt 'n' Pepa,"album: ""Blacks' Magic"" (1990)",Doper Than Dope,../lyrics/saltnpepa/doperthandope.html
Salt 'n' Pepa,"album: ""Blacks' Magic"" (1990)",Negro Wit' An Ego,../lyrics/saltnpepa/negrowitanego.html
Salt 'n' Pepa,"album: ""Blacks' Magic"" (1990)",I Don't Know,../lyrics/saltnpepa/idontknow.html
Salt 'n' Pepa,"album: ""Blacks' Magic"" (1990)",Live & Let Die,../lyrics/saltnpepa/liveletdie.html
Salt 'n' Pepa,"album: ""Very Necessary"" (1993)",Groove Me,../lyrics/saltnpepa/grooveme.html
Salt 'n' Pepa,"album: ""Very Necessary"" (1993)",No One Does It Better,../lyrics/saltnpepa/noonedoesitbetter.html
Salvat; Josef,"album: ""The Close / Le Réveil"" (2021)",Voice Memo 06.08.20,../lyrics/josefsalvat/voicememo060820.html
Salvat; Josef,"album: ""The Close / Le Réveil"" (2021)",One More Night,../lyrics/josefsalvat/onemorenight.html
Şam,"mixtape: ""47 Mixtape"" (2020)",AZAD,../lyrics/sam/azad.html
Samael,"album: ""Blood Ritual"" (1992)",Macabre Operetta,../lyrics/samael/macabreoperetta.html
Samael,"album: ""Blood Ritual"" (1992)",With The Gleam Of The Torches,../lyrics/samael/withthegleamofthetorches.html
Samael,"album: ""Blood Ritual"" (1992)",Total Consecration,../lyrics/samael/totalconsecration.html
Samael,"album: ""Passage"" (1996)",Jupiterian Vibe,../lyrics/samael/jupiterianvibe.html
Samael,"EP: ""Exodus"" (1998)",Tribes Of Cain,../lyrics/samael/tribesofcain.html
Samantha Jade,"album: ""The Golden Touch"" (2012)",The Golden Touch,../lyrics/samanthajade/thegoldentouch.html
Samantha Jade,"album: ""The Golden Touch"" (2012)",Move,../lyrics/samanthajade/move.html
Samantha Jade,"album: ""The Magic Of Christmas"" (2018)",This Candle Time Of Year,../lyrics/samanthajade/thiscandletimeofyear.html
Sam Bailey,"album: ""The Power Of Love"" (2014)",The Power Of Love,../lyrics/sambailey/thepoweroflove.html
Sambora; Richie,"album: ""Undiscovered Soul"" (1998)",Made In America,../lyrics/richiesambora/madeinamerica.html
Sambora; Richie,"album: ""Undiscovered Soul"" (1998)",Harlem Rain,../lyrics/richiesambora/harlemrain.html
Sambora; Richie,"album: ""Undiscovered Soul"" (1998)",Who I Am,../lyrics/richiesambora/whoiam.html
Sam Brown,"album: ""Stop!"" (1988)",I'll Be In Love,../lyrics/sambrown/illbeinlove.html
Sam Brown,"album: ""Stop!"" (1988)",Sometimes You Just Don't Know,../lyrics/sambrown/sometimesyoujustdontknow.html
Sam Cooke,"album: ""Sam Cooke"" (1957)",You Send Me,../lyrics/samcooke/yousendme235439.html
Sam Cooke,"album: ""Sam Cooke"" (1957)",Moonlight In Vermont,../lyrics/samcooke/moonlightinvermont.html
Sam Cooke,"album: ""Encore"" (1958)",Someday,../lyrics/samcooke/someday.html
Sam Cooke,"album: ""Encore"" (1958)",Mary; Mary Lou,../lyrics/samcooke/marymarylou.html
Sam Cooke,"album: ""Encore"" (1958)",My Foolish Heart,../lyrics/samcooke/myfoolishheart.html
Sam Cooke,"album: ""Tribute To The Lady"" (1959)",Comes Love,../lyrics/samcooke/comeslove.html
Sam Cooke,"album: ""Hits Of The 50's"" (1960)",The Song From Moulin Rouge,../lyrics/samcooke/thesongfrommoulinrouge.html
Sam Cooke,"live album: ""Sam Cooke At The Copa"" (1964)",The Best Things In Life Are Free,../lyrics/samcooke/thebestthingsinlifearefree.html
Sam Cooke,"live album: ""Sam Cooke At The Copa"" (1964)",Bill Bailey,../lyrics/samcooke/billbailey.html
Sam Cooke,"live album: ""Sam Cooke At The Copa"" (1964)",Twistin' The Night Away,../lyrics/samcooke/twistinthenightaway.html
Sam & Dave,"album: ""Hold On; I'm Comin'"" (1966)",If You Got The Loving,../lyrics/samdave/ifyougottheloving.html
Sam & Dave,"album: ""Hold On; I'm Comin'"" (1966)",Don't Help Me Out,../lyrics/samdave/donthelpmeout.html
Sam & Dave,"album: ""Double Dynamite"" (1966)",I'm Your Puppet,../lyrics/samdave/imyourpuppet.html
Sam & Dave,"album: ""Soul Men"" (1967)",Soul Man,../lyrics/samdave/soulman.html
Sam & Dave,"album: ""Soul Men"" (1967)",Broke Down Piece Of Man,../lyrics/samdave/brokedownpieceofman.html
Sam & Dave,"album: ""I Thank You"" (1968)",Ain't That A Lot Of Love,../lyrics/samdave/aintthatalotoflove.html
Sam & Dave,"compilation: ""The Definitive Soul Collection"" (2006)",Broke Down Piece Of Man,../lyrics/samdave/brokedownpieceofman.html
Same Difference,"album: ""Pop"" (2008)",Still Amazed,../lyrics/samedifference/stillamazed.html
Sam Hunt,"album: ""Montevallo"" (2014)",Make You Miss Me,../lyrics/samhunt/makeyoumissme.html
Sami Yusuf,"album: ""Without You"" (2009)",He Is There,../lyrics/samiyusuf/heisthere.html
Sami Yusuf,"album: ""Salaam"" (2012)",Smile,../lyrics/samiyusuf/smile.html
Samm Henshaw,"EP: ""The Sound Experiment 2"" (2016)",Easy,../lyrics/sammhenshaw/easy.html
Sammie,"album: ""From The Bottom To The Top"" (2000)",I Like It,../lyrics/sammie/ilikeit.html
Sammie,"mixtape: ""It's Just A Mixtape 2"" (2010)",Industry (Interlude),../lyrics/sammie/industryinterlude.html
Sammie,"mixtape: ""It's Just A Mixtape 2"" (2010)",Spontaneous Love,../lyrics/sammie/spontaneouslove.html
Sammie,"mixtape: ""It's Just A Mixtape"" (2010)",You Are,../lyrics/sammie/youare.html
Sammie,"album: ""Indigo"" (2015)",Time,../lyrics/sammie/time.html
Sammie,"album: ""Such Is Life..."" (2020)",Halfway,../lyrics/sammie/halfway.html
Sammy Adams,"mixtape: ""Ok Cool (Pre-Album 2.0)"" (2012)",The Night Out (Remix),../lyrics/sammyadams/thenightoutremix.html
Sammy Davis Jr.,"album: ""Starring Sammy Davis Jr."" (1955)",Hey There,../lyrics/sammydavisjr/heythere.html
Sammy Davis Jr.,"album: ""Starring Sammy Davis Jr."" (1955)",Glad To Be Unhappy,../lyrics/sammydavisjr/gladtobeunhappy.html
Sammy Davis Jr.,"album: ""Starring Sammy Davis Jr."" (1955)",The Birth Of The Blues,../lyrics/sammydavisjr/thebirthoftheblues.html
Sammy Davis Jr.,"album: ""Just For Lovers"" (1955)",You're My Girl,../lyrics/sammydavisjr/youremygirl.html
Sammy Davis Jr.,"album: ""It's All Over But The Swingin'"" (1957)",Spring Is Here,../lyrics/sammydavisjr/springishere.html
Sammy Davis Jr.,"album: ""Sammy Swings"" (1957)",Don't Get Around Much Anymore,../lyrics/sammydavisjr/dontgetaroundmuchanymore.html
Sammy Davis Jr.,"album: ""I Gotta Right To Swing"" (1960)",I Gotta Right To Sing The Blues,../lyrics/sammydavisjr/igottarighttosingtheblues.html
Sammy Davis Jr.,"album: ""I Gotta Right To Swing"" (1960)",Till Then,../lyrics/sammydavisjr/tillthen.html
Sammy Davis Jr.,"album: ""As Long As She Needs Me"" (1961)",Out Of This World,../lyrics/sammydavisjr/outofthisworld.html
Sammy Davis Jr.,"album: ""The Sammy Davis Jr. All-Star Spectacular"" (1962)",I Married An Angel,../lyrics/sammydavisjr/imarriedanangel.html
Sammy Davis Jr.,"album: ""What Kind Of Fool Am I And Other Show-Stoppers"" (1962)",Thou Swell,../lyrics/sammydavisjr/thouswell.html
Sammy Davis Jr.,"album: ""If I Ruled The World"" (1965)",Flash; Bang; Wallop!,../lyrics/sammydavisjr/flashbangwallop.html
Sammy Davis Jr.,"album: ""Mr. Show Business"" (1965)",Here Lies Love,../lyrics/sammydavisjr/herelieslove.html
Sammy Davis Jr.,"album: ""The Many Faces Of Sammy Davis; Jr."" (1965)",Smile; Darn Ya; Smile,../lyrics/sammydavisjr/smiledarnyasmile.html
Sammy Davis Jr.,"album: ""The Many Faces Of Sammy Davis; Jr."" (1965)",Azure,../lyrics/sammydavisjr/azure.html
Sammy Davis Jr.,"album: ""When The Feeling Hits You!"" (1965)",These Foolish Things (Remind Me Of You),../lyrics/sammydavisjr/thesefoolishthingsremindmeofyou.html
Sammy Davis Jr.,"album: ""Lonely Is The Name"" (1968)",Lonely Is The Name,../lyrics/sammydavisjr/lonelyisthename.html
Sammy Davis Jr.,"album: ""The Goin's Great"" (1969)",Break My Mind,../lyrics/sammydavisjr/breakmymind.html
Sammy Davis Jr.,"album: ""Portrait Of Sammy Davis; Jr."" (1972)",It's A Musical World,../lyrics/sammydavisjr/itsamusicalworld.html
Sammy Davis Jr.,"album: ""Sammy Davis Jr. Now"" (1972)",I Am Over 25 - But You Can Trust Me,../lyrics/sammydavisjr/iamover25butyoucantrustme.html
Sammy Davis Jr.,"album: ""Closest Of Friends"" (1982)",Oh Lonesome Me,../lyrics/sammydavisjr/ohlonesomeme.html
Sammy Davis Jr.,"album: ""Closest Of Friends"" (1982)",We Could Have Been The Closest Of Friends,../lyrics/sammydavisjr/wecouldhavebeentheclosestoffriends.html
Sammy Davis Jr.,"album: ""Closest Of Friends"" (1982)",Hey Won't You Play (Another Somebody Done Somebody Wrong Song),../lyrics/sammydavisjr/heywontyouplayanothersomebodydonesomebodywrongsong.html
Sammy Davis Jr.,"album: ""Closest Of Friends"" (1982)",The River's Too Wide,../lyrics/sammydavisjr/theriverstoowide.html
Sammy Hagar,"album: ""Nine On A Ten Scale"" (1976)",All American,../lyrics/sammyhagar/allamerican.html
Sammy Hagar,"album: ""Nine On A Ten Scale"" (1976)",Rock 'N' Roll Romeo,../lyrics/sammyhagar/rocknrollromeo.html
Sammy Hagar,"album: ""Musical Chairs"" (1977)",Don't Stop Me Now,../lyrics/sammyhagar/dontstopmenow.html
Sammy Hagar,"album: ""Musical Chairs"" (1977)",Hey Boys,../lyrics/sammyhagar/heyboys.html
Sammy Hagar,"album: ""Street Machine"" (1979)",Falling In Love,../lyrics/sammyhagar/fallinginlove.html
Sammy Hagar,"album: ""Danger Zone"" (1980)",Bad Reputation,../lyrics/sammyhagar/badreputation.html
Sammy Hagar,"album: ""Standing Hampton"" (1981)",Heavy Metal,../lyrics/sammyhagar/heavymetal.html
Sammy Hagar,"album: ""Standing Hampton"" (1981)",Surrender,../lyrics/sammyhagar/surrender.html
Sammy Hagar,"album: ""Three Lock Box"" (1982)",Remote Love,../lyrics/sammyhagar/remotelove.html
Sammy Hagar,"album: ""Three Lock Box"" (1982)",Your Love Is Driving Me Crazy,../lyrics/sammyhagar/yourloveisdrivingmecrazy.html
Sammy Hagar,"album: ""Three Lock Box"" (1982)",Never Give Up,../lyrics/sammyhagar/nevergiveup.html
Sammy Hagar,"album: ""I Never Said Goodbye"" (1987)",Standin' At The Same Old Crossroads,../lyrics/sammyhagar/standinatthesameoldcrossroads.html
Sammy Hagar,"album: ""Marching To Mars"" (1997)",On The Other Hand,../lyrics/sammyhagar/ontheotherhand.html
